SERIALNO,SPORDER,POVPIP,TEN,TYPEHUGQ
2023GQ0031540,1,45,,3
2023GQ0031572,1,,,2
2023GQ0031586,1,,,3
2023GQ0031652,1,,,3
2023GQ0031765,1,187,,3
2023GQ0031861,1,,,2
2023GQ0031911,1,11,,3
2023GQ0031928,1,,,2
2023GQ0031951,1,78,,3
2023GQ0032032,1,0,,3
2023GQ0032056,1,,,2
2023GQ0032059,1,383,,3
2023GQ0032081,1,47,,3
2023GQ0032086,1,,,3
2023GQ0032102,1,,,2
2023GQ0032122,1,,,3
2023GQ0032203,1,73,,3
2023GQ0032285,1,,,3
2023GQ0032481,1,118,,3
2023GQ0032503,1,63,,3
2023GQ0032511,1,,,3
2023GQ0032532,1,,,3
2023GQ0032579,1,0,,3
2023GQ0032589,1,,,2
2023GQ0032597,1,0,,3
2023GQ0032622,1,,,2
2023GQ0032689,1,0,,3
2023GQ0032711,1,,,2
2023GQ0032747,1,103,,3
2023GQ0032754,1,4,,3
2023GQ0032765,1,64,,3
2023GQ0032846,1,,,3
2023GQ0032852,1,,,2
2023GQ0032867,1,,,2
2023GQ0032951,1,,,3
2023GQ0032988,1,,,2
2023GQ0032998,1,,,2
2023GQ0033025,1,,,3
2023GQ0033081,1,,,2
2023GQ0033122,1,57,,3
2023GQ0033143,1,,,3
2023GQ0033176,1,0,,3
2023GQ0033192,1,76,,3
2023GQ0033205,1,106,,3
2023GQ0033254,1,,,3
2023GQ0033278,1,63,,3
2023GQ0033373,1,,,3
2023GQ0033576,1,0,,3
2023GQ0033638,1,85,,3
2023GQ0033693,1,,,2
2023GQ0033847,1,,,2
2023GQ0033865,1,15,,3
2023GQ0033887,1,,,3
2023GQ0033922,1,14,,3
2023GQ0033972,1,,,2
2023GQ0033994,1,0,,3
2023GQ0034013,1,,,3
2023GQ0034025,1,76,,3
2023GQ0034086,1,,,3
2023GQ0034087,1,,,2
2023GQ0034144,1,,,3
2023GQ0034216,1,,,3
2023GQ0034252,1,,,3
2023GQ0034269,1,,,2
2023GQ0034280,1,140,,3
2023GQ0034288,1,,,2
2023GQ0034311,1,,,2
2023GQ0034376,1,,,2
2023GQ0034392,1,97,,3
2023GQ0034517,1,104,,3
2023GQ0034534,1,,,3
2023GQ0034553,1,,,2
2023GQ0034646,1,,,3
2023GQ0034687,1,82,,3
2023GQ0034733,1,,,2
2023GQ0034769,1,256,,3
2023GQ0034802,1,,,2
2023GQ0034859,1,,,3
2023GQ0034907,1,,,3
2023GQ0034928,1,103,,3
2023GQ0034938,1,48,,3
2023GQ0034957,1,110,,3
2023GQ0034977,1,15,,3
2023GQ0035038,1,0,,3
2023GQ0035072,1,0,,3
2023GQ0035115,1,251,,3
2023GQ0035130,1,,,3
2023GQ0035170,1,0,,3
2023GQ0035208,1,362,,3
2023GQ0035233,1,135,,3
2023GQ0035234,1,,,2
2023GQ0035434,1,123,,3
2023GQ0035439,1,,,3
2023GQ0035442,1,,,2
2023GQ0035465,1,,,2
2023GQ0035466,1,,,2
2023GQ0035476,1,,,3
2023GQ0035488,1,0,,3
2023GQ0035504,1,,,2
2023GQ0035521,1,,,2
2023GQ0035528,1,,,2
2023GQ0035685,1,,,2
2023GQ0035696,1,,,3
2023GQ0035700,1,107,,3
2023GQ0035799,1,,,2
2023GQ0035815,1,,,3
2023GQ0035979,1,,,3
2023GQ0035998,1,124,,3
2023GQ0036016,1,60,,3
2023GQ0036103,1,,,3
2023GQ0036129,1,78,,3
2023GQ0036164,1,,,3
2023GQ0036165,1,123,,3
2023GQ0036203,1,,,3
2023GQ0036230,1,136,,3
2023GQ0036266,1,64,,3
2023GQ0036269,1,,,2
